ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
6867,1,"J. FERAS FOOD & LIQUOR, INC.","J. FERAS FOOD & LIQUOR, INC.",2458 E 79TH ST 1,IL,60649,7,17,4,1474,Package Goods,16459,RENEW,2/14/2005,2/16/2005,2/15/2006,2/15/2005,AAI,41.7518728,-87.56386976,"(41.75187279550493, -87.56386975919362)"
302,1,"1000 LIQUOR'S, INC.",1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE 1ST,IL,60657,44,39,19,1474,Package Goods,1583,RENEW,2/14/2006,2/16/2006,2/15/2007,2/15/2006,AAI,41.94002036,-87.65417211,"(41.940020360226804, -87.65417210636889)"
14905,1,GEORGE AND KAPLAN LIMITED,J & R LIQUOR AND FOOD,2401 N ASHLAND AVE  1,IL,60614,32,13,19,1474,Package Goods,34741,RENEW,5/14/2003,5/16/2003,11/15/2003,5/15/2003,AAI,41.92519975,-87.6680005,"(41.92519975246885, -87.6680005030265)"
51689,1,CARMEN & DOMINGO CLAUDIO,PUERTO RICO FOODS & LIQUORS,2559 W AUGUSTA BLVD 1ST,IL,60622,36,1,12,1474,Package Goods,16046,RENEW,11/13/2003,11/16/2003,11/15/2004,11/14/2003,AAI,41.89922158,-87.69173812,"(41.89922157662769, -87.69173811621893)"
15748,1,"SUPER FOOD & LIQUORS, INC.","SUPER FOOD & LIQUORS, INC.",1049 W BRYN MAWR AVE,IL,60660,48,3,20,1474,Package Goods,40430,RENEW,8/11/2011,8/16/2011,8/15/2013,8/11/2011,AAI,41.98356392,-87.65714629,"(41.98356391497466, -87.65714629097484)"
29944,1,"BATRAN SIX, INC.",PELLY'S LIQUORS,3444 N LINCOLN AVE,IL,60657,47,22,19,1474,Package Goods,24075,RENEW,2/12/2015,2/16/2015,2/15/2017,2/13/2015,AAI,41.94442161,-87.67213687,"(41.944421605489346, -87.67213687375063)"
63116,1,MAYO FOOD & LIQUOR INC.,MAYO FOOD & LIQUOR,600 N CICERO AVE  1,IL,60644,37,8,15,1474,Package Goods,15028,RENEW,11/12/2003,11/16/2003,5/15/2004,11/17/2003,AAI,41.89142316,-87.74582768,"(41.89142315631106, -87.74582767466832)"
25880,1,THREE P CORPORATION,ARNIE'S LIQUORS,3556 W FULLERTON AVE 1ST,IL,60647,35,62,14,1474,Package Goods,1382575,RENEW,11/15/2011,11/16/2011,11/15/2013,11/15/2011,AAI,41.92471497,-87.71684344,"(41.92471497139294, -87.71684344263035)"
28286,1,"TOP-LESS LIQUORS, INC.",TOP LESS LIQUOR INC,916 S WESTERN AVE  1,IL,60612,28,39,11,1474,Package Goods,17304,RENEW,8/25/2014,9/16/2014,9/15/2016,8/26/2014,AAI,41.86969676,-87.68627057,"(41.86969675852099, -87.6862705664506)"
62679,1,11112 SOUTH HALSTED STREET CORPORATION,SHELDON LIQUORS,11112 S HALSTED ST 1ST,IL,60628,21,43,22,1474,Package Goods,4344,RENEW,8/27/2009,9/16/2009,9/15/2011,8/27/2009,AAI,41.69192409,-87.64251438,"(41.6919240926713, -87.64251437633585)"
258819,1,"JOHNNY FOOD & LIQUOR II, INC.",EDEN LIQUOR & FOOD II,5359 N LINCOLN AVE,IL,60625,40,44,20,1474,Package Goods,1333597,RENEW,11/12/2004,11/16/2004,11/15/2005,11/15/2004,AAI,41.97946989,-87.69254424,"(41.979469890351034, -87.69254424359619)"
11061,1,"E R & J FOOD & LIQUOR, INC","E R & J FOOD & LIQUOR, INC",654-658 E 67TH ST,IL,60637,20,18,3,1474,Package Goods,26593,RENEW,5/16/2021,7/16/2021,7/15/2023,5/17/2021,AAI,41.77320469,-87.60844501,"(41.77320468916255, -87.60844500807036)"
63622,1,NELSON FOOD & LIQUOR INC.,NELSON FOOD & LIQUOR S INC.,3201 W 63RD PL  1,IL,60629,14,1,8,1474,Package Goods,27326,RENEW,11/6/2002,11/16/2002,5/15/2003,1/8/2003,AAI,41.77793576,-87.70322439,"(41.77793576167579, -87.70322438611822)"
304379,1,KEIS FOOD AND LIQUORS INC.,KEIS FOOD AND LIQUORS INC.,8027 S EXCHANGE AVE,IL,60617,7,22,4,1474,Package Goods,1698399,ISSUE,7/12/2006,10/2/2006,8/15/2007,10/2/2006,AAI,41.74926115,-87.55270245,"(41.74926115362057, -87.5527024450419)"
50381,1,RICHARD JOON KIM,LINCOLN LIQUORS,5216 N LINCOLN AVE 1ST,IL,60625,40,14,20,1474,Package Goods,3427,RENEW,9/9/2015,9/16/2015,9/15/2017,9/9/2015,AAI,41.97641199,-87.6925144,"(41.97641198621266, -87.69251439734876)"
92,1,"BROS. DRUGS & LIQUORS, INC.","BROS. DRUGS & LIQUORS, INC.",4201 W ROOSEVELT RD 1ST,IL,60624,24,22,10,1474,Package Goods,513,RENEW,8/8/2008,8/16/2008,8/15/2010,8/11/2008,AAI,41.86599114,-87.73012233,"(41.865991141104736, -87.73012232832801)"
9204,1,"PERFECT FOOD & LIQUORS, INC.",PERFECT FOOD & LIQUOR,5318 W MADISON ST 1,IL,60644,37,8,15,1474,Package Goods,36427,RENEW,4/26/2002,5/16/2002,11/15/2002,4/29/2002,AAI,41.88043796,-87.75844878,"(41.88043795820597, -87.7584487827656)"
346271,1,ANJANI FOOD & LIQUOR INC.,ANJANI FOOD & LIQUOR INC.,2501 W LAWRENCE AVE 1ST E,IL,60625,40,40,19,1474,Package Goods,2089297,RENEW,4/15/2024,4/16/2024,4/15/2026,4/16/2024,AAI,41.96848269,-87.69140891,"(41.96848268957195, -87.6914089058082)"
262869,1,"WAREHOUSE LIQUORS, INC.",WAREHOUSE LIQUORS,634 S WABASH AVE,IL,60605,4,21,1,1474,Package Goods,1355275,RENEW,9/30/2010,10/16/2010,10/15/2012,9/30/2010,AAC,41.87366551,-87.62612548,"(41.873665507986445, -87.62612547903451)"
264774,1,"CAPONE'S LIQUORS & FOOD, INC.","CAPONE'S LIQUORS & FOOD, INC.",3678-3680 N ELSTON AVE,IL,60618,35,4,17,1474,Package Goods,1380136,RENEW,12/2/2016,12/16/2016,12/15/2018,12/5/2016,AAI,41.94809458,-87.71120898,"(41.94809457604106, -87.71120897674419)"
16659,1,CRATER FOOD & LIQUOR INC,CRATER FOOD & LIQUOR,1144 N MILWAUKEE AVE,IL,60642,1,2,12,1474,Package Goods,46478,RENEW,10/19/2006,11/16/2006,11/15/2007,10/20/2006,AAI,41.90242867,-87.66525449,"(41.90242867361201, -87.66525448664798)"
9295,1,ECADA ENTERPRISE INC.,PICK QUICK FOOD & LIQUOR,3500 W ARMITAGE AVE,IL,60647,26,26,14,1474,Package Goods,43269,RENEW,5/12/2003,5/16/2003,11/15/2003,5/13/2003,AAI,41.91743061,-87.71360745,"(41.917430609744756, -87.71360744605649)"
9204,1,"PERFECT FOOD & LIQUORS, INC.",PERFECT FOOD & LIQUOR,5318 W MADISON ST 1,IL,60644,37,8,15,1474,Package Goods,36427,RENEW,4/9/2007,5/16/2007,5/15/2009,4/12/2007,AAI,41.88043796,-87.75844878,"(41.88043795820597, -87.7584487827656)"
11217,1,J & A LIQUOR INC.,J & A LIQUORS INC,3213 W LAWRENCE AVE,IL,60625,33,26,17,1474,Package Goods,26991,RENEW,9/13/2023,9/16/2023,9/15/2025,9/13/2023,AAI,41.96833424,-87.70903912,"(41.96833424139983, -87.7090391214341)"
272992,1,MUBARAAK INC.,S. S. FOOD & LIQUOR,2427 N CLARK ST,IL,60614,43,38,19,1474,Package Goods,1476110,RENEW,4/13/2009,4/16/2009,4/15/2011,4/14/2009,AAI,41.9263717,-87.64080008,"(41.92637169738856, -87.64080007827752)"
9295,1,ECADA ENTERPRISE INC.,PICK QUICK FOOD & LIQUOR,3500 W ARMITAGE AVE,IL,60647,26,26,14,1474,Package Goods,43269,RENEW,11/13/2002,11/16/2002,5/15/2003,11/14/2002,AAI,41.91743061,-87.71360745,"(41.917430609744756, -87.71360744605649)"
6910,1,A. K. I. INCORPORATED,BUDGET FOOD & LIQUOR,2504 E 79TH ST,IL,60649,7,17,4,1474,Package Goods,16667,RENEW,12/4/2012,12/16/2012,12/15/2014,12/5/2012,AAI,41.75187622,-87.56358118,"(41.751876222428905, -87.56358118181382)"
9067,1,M.H.M. CORP.,SUNRISE FOOD AND LIQUORS,3737 W CHICAGO AVE 1,IL,60651,27,15,11,1474,Package Goods,21929,RENEW,10/26/2004,11/16/2004,11/15/2005,10/27/2004,AAI,41.89531476,-87.72019984,"(41.895314759040815, -87.72019984152405)"
4646,1,"FERAS FOOD & LIQUOR, INC.","FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD 1,IL,60623,22,7,10,1474,Package Goods,18078,RENEW,8/14/2014,8/16/2014,8/15/2016,8/15/2014,AAI,41.85132422,-87.73219218,"(41.85132422344611, -87.73219217780218)"
20105,1,YAFAI LIQUORS INC,TIP TOP LIQUOR,2700 W NORTH AVE,IL,60647,26,22,14,1474,Package Goods,64075,RENEW,10/23/2002,11/16/2002,5/15/2003,10/24/2002,AAI,41.91035175,-87.69460426,"(41.9103517539369, -87.69460426094625)"
6794,1,"PRESTIGE HOYNE LIQUORS, INC.",PRESTIGE HOYNE LIQUOR,2043 W 79TH ST,IL,60620,18,19,6,1474,Package Goods,15949,RENEW,6/24/2016,7/16/2016,7/15/2018,6/28/2016,AAI,41.75010108,-87.6748852,"(41.75010107633995, -87.67488520394886)"
65384,4,59TH. AND STATE STREET CORPORATION,MR. JACK'S FOOD & LIQUOR,5901 S STATE ST 1ST,IL,60621,20,17,2,1474,Package Goods,80565,RENEW,4/22/2002,5/16/2002,11/15/2002,4/24/2002,AAI,41.78727333,-87.6253641,"(41.787273326942994, -87.6253640980263)"
213549,1,"ROMIEL'S WINES AND SPIRITS, INC.",HART WINE AND LIQUOR,4132 W PETERSON AVE,IL,60646,39,26,17,1474,Package Goods,1141005,RENEW,11/8/2010,11/16/2010,11/15/2012,11/8/2010,AAI,41.99019459,-87.73257419,"(41.990194593434424, -87.73257419031646)"
264251,1,"KING FOOD & LIQUOR, INC.",KING FOOD & LIQUOR,6759 S WESTERN AVE 1,IL,60636,16,8,8,1474,Package Goods,1357910,RENEW,4/30/2019,6/16/2019,7/15/2021,5/17/2019,AAI,41.77024338,-87.68324824,"(41.77024337509446, -87.68324823699402)"
6534,1,"A. SALEM, INCORPORATED",FALCON FOOD & LIQUOR,5000 W DIVISION ST 1ST,IL,60651,37,40,25,1474,Package Goods,14669,RENEW,11/9/2011,11/16/2011,11/15/2013,11/9/2011,AAI,41.90241048,-87.75093589,"(41.90241047995857, -87.75093588894809)"
63298,1,GA & 7M CORPORATION,LARAMIE FOOD & LIQUOR,200 S LARAMIE AVE  1,IL,60644,29,14,15,1474,Package Goods,20227,RENEW,6/10/2021,5/16/2021,5/15/2023,6/29/2021,AAI,41.87842317,-87.75514145,"(41.87842317327235, -87.7551414485292)"
11233,1,M N A FOOD & LIQUOR,EXTRA VALUE FOOD & LIQUOR,6257 S ASHLAND AVE,IL,60636,16,45,7,1474,Package Goods,27056,RENEW,11/3/2003,11/16/2003,8/15/2004,11/13/2003,AAI,41.77961467,-87.66407749,"(41.7796146657817, -87.66407748925904)"
367338,1,47 MINI MART INC.,BUCHANAS FOOD & LIQUOR,1834 W 47TH ST 1ST,IL,60609,15,21,9,1474,Package Goods,2162515,RENEW,10/18/2021,11/16/2021,11/15/2023,10/19/2021,AAI,41.80865371,-87.67119005,"(41.808653706878694, -87.67119004509594)"
85483,3,AHMAD KESHTA,ADAM'S FOOD/LIQUOR,215-219 S WESTERN AVE,IL,60612,27,17,12,1474,Package Goods,8023,RENEW,5/13/2003,5/16/2003,11/15/2003,5/14/2003,AAI,41.87810281,-87.68620577,"(41.878102805968325, -87.686205767174)"
11233,1,M N A FOOD & LIQUOR,EXTRA VALUE FOOD & LIQUOR,6257 S ASHLAND AVE,IL,60636,16,45,7,1474,Package Goods,27056,RENEW,8/16/2006,8/16/2006,8/15/2007,8/16/2006,AAI,41.77961467,-87.66407749,"(41.7796146657817, -87.66407748925904)"
296081,2,"SOUTH HALSTED STREET, LLC",PHD LIQUORS,1257 S HALSTED ST 1 37,IL,60607,28,3,12,1474,Package Goods,1842339,RENEW,11/7/2008,11/16/2008,11/15/2010,11/10/2008,AAI,41.86548227,-87.64672081,"(41.86548227444604, -87.64672080888894)"
16133,1,"DIA FOOD & LIQUOR, INC.",DIA FOOD & LIQUOR,1478 W 115TH ST 1ST,IL,60643,21,55,22,1474,Package Goods,41856,RENEW,7/17/2017,7/16/2017,7/15/2019,7/17/2017,AAI,41.6849558,-87.65972583,"(41.68495579836147, -87.65972582896248)"
346079,1,JEFF FOOD & LIQUOR INCORPORATED,JEFF FOOD & LIQUOR,8258 S HALSTED ST 1,IL,60620,17,34,6,1474,Package Goods,1986240,ISSUE,8/16/2010,2/25/2011,3/15/2013,2/25/2011,AAI,41.74344752,-87.64397976,"(41.74344751457781, -87.64397976337602)"
274865,1,"SAS Business Group, Inc.",Three Stars Liquors,310 N KOSTNER AVE,IL,60624,28,23,11,1474,Package Goods,1488856,RENEW,8/9/2007,8/16/2007,8/15/2008,8/10/2007,AAI,41.88582299,-87.73578781,"(41.885822990446464, -87.73578781136473)"
14506,1,SALEMS INC,MANHATTAN FOOD & LIQUOR,4200 N BROADWAY,IL,60613,46,25,19,1474,Package Goods,32314,RENEW,8/6/2004,8/16/2004,8/15/2005,8/9/2004,AAI,41.95848356,-87.65321449,"(41.95848356330247, -87.65321448916944)"
14503,1,COLUMBUS SQUARE INC,PARKVIEW FOOD AND LIQUOR,3647 W 83RD PL 1ST,IL,60652,18,13,8,1474,Package Goods,32286,RENEW,11/10/2005,11/16/2005,11/15/2006,11/14/2005,AAI,41.7412816,-87.71390133,"(41.74128159921935, -87.71390133135839)"
16717,1,"KHALIL'S FOOD & LIQUOR, INC.",KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,IL,60628,9,17,5,1474,Package Goods,46848,RENEW,7/15/2023,9/16/2023,9/15/2025,8/9/2023,AAI,41.70721814,-87.62775156,"(41.70721813900086, -87.62775155827897)"
4685,2,"ALPHA PHARMACY, INC.",ALPHA FOODS & LIQUOR,2558 W LAWRENCE AVE 1ST,IL,60625,40,1,20,1474,Package Goods,10479,RENEW,8/7/2013,9/16/2013,9/15/2015,8/8/2013,AAI,41.96868299,-87.69366499,"(41.96868299415806, -87.69366498671654)"
213549,1,"ROMIEL'S WINES AND SPIRITS, INC.",HART WINE AND LIQUOR,4132 W PETERSON AVE,IL,60646,39,26,17,1474,Package Goods,1141005,RENEW,11/10/2004,11/16/2004,11/15/2005,11/29/2004,AAI,41.99019459,-87.73257419,"(41.990194593434424, -87.73257419031646)"
5463,1,SALEH KARTOUM,ASHLAND FOOD AND LIQUORS,1554 W 95TH ST 1ST,IL,60643,21,18,22,1474,Package Goods,11638,RENEW,8/13/2007,8/16/2007,7/15/2009,8/14/2007,AAI,41.72132699,-87.66253366,"(41.72132698672774, -87.66253365848958)"
299006,1,"K. A. Ashland, Inc.",LUCKY'S LIQUORS,1219-1221 S ASHLAND AVE,IL,60608,28,30,12,1474,Package Goods,1649863,RENEW,12/2/2013,12/16/2013,12/15/2015,12/3/2013,AAI,41.86631603,-87.66623252,"(41.866316029032525, -87.66623252369409)"
7530,1,THUNDER FOOD & LIQUOR INC.,THUNDER FOOD & LIQUOR,1018 E 93RD ST 1ST,IL,60619,8,64,4,1474,Package Goods,18368,RENEW,11/15/2004,11/16/2004,11/15/2005,11/16/2004,AAI,41.7259007,-87.59884336,"(41.72590070116011, -87.59884336111278)"
351,1,ARCADIA FOOD & LIQUOR INC.,ARCADIA FOOD & LIQUOR INC.,3201 W BRYN MAWR AVE 1ST,IL,60659,39,49,17,1474,Package Goods,1798,RENEW,5/14/2002,5/16/2002,11/15/2002,5/15/2002,AAI,41.98295697,-87.70893337,"(41.982956973821615, -87.70893337023193)"
39,1,"C & K LIQUORS, INC.",C AND K LIQUOR INC,12034 S MICHIGAN AVE 1ST #,IL,60628,9,44,5,1474,Package Goods,247,RENEW,11/6/2007,11/16/2007,9/15/2009,11/6/2007,AAI,41.67527375,-87.62057528,"(41.6752737452078, -87.62057527912069)"
204,1,8810 CORPORATION,KENWOOD LIQUORS,8810 S STONY ISLAND AVE 1,IL,60617,8,58,4,1474,Package Goods,1089,RENEW,6/8/2018,7/16/2018,7/15/2020,6/11/2018,AAI,41.73471949,-87.58574504,"(41.73471949269338, -87.58574503461055)"
4130,1,"JAY JALARAM, INC.","R & S DISCOUNT FOOD, WINE, & LIQUOR",2425 W DIVERSEY AVE,IL,60647,35,39,14,1474,Package Goods,8648,RENEW,11/11/2021,11/16/2021,11/15/2023,12/6/2021,AAI,41.93204685,-87.68897869,"(41.93204685102546, -87.68897868630542)"
399755,1,CHI TOWN GROUP LLC,CHI TOWN FOOD & LIQUOR,5002 N PULASKI RD 1,IL,60630,39,6,17,1474,Package Goods,2412357,ISSUE,9/15/2015,11/30/2015,12/15/2017,11/30/2015,AAI,41.97203104,-87.72828227,"(41.97203103694431, -87.72828227054897)"
7944,1,MALKIEH INC,SOUTH SHORE FOOD & LIQUORS,2400 E 75TH ST,IL,60649,7,48,3,1474,Package Goods,19479,RENEW,12/3/2008,12/16/2008,12/15/2010,12/10/2008,AAI,41.7590983,-87.56631499,"(41.75909829728623, -87.56631498603433)"
10573,1,"PHOENIX FOOD & LIQUOR, INC",PHOENIX FOOD & LIQUOR INC,2444 E 75TH ST,IL,60649,7,23,3,1474,Package Goods,25828,RENEW,11/19/2008,12/16/2008,12/15/2010,11/20/2008,AAI,41.75911903,-87.5646437,"(41.75911903132336, -87.56464370432634)"
86496,3,423 LARAMIE INC,BELMONTE LIQUORS,423 N LARAMIE AVE 1ST #,IL,60644,37,65,15,1474,Package Goods,7048,RENEW,10/18/2017,11/16/2017,11/15/2019,10/19/2017,AAI,41.88849311,-87.7552162,"(41.88849311049015, -87.75521619640824)"
311,1,LIME LIQUORS INC,LIME LIQUORS INC,5615 W MADISON ST,IL,60644,29,16,15,1474,Package Goods,1620,RENEW,5/14/2002,5/16/2002,11/15/2002,5/16/2002,AAI,41.88012674,-87.76551382,"(41.88012674361977, -87.7655138171091)"
3283,1,WILLIE P WILLIAMS,BUDDIES LIQUORS,1758 E 79TH ST,IL,60649,8,22,4,1474,Package Goods,4838,RENEW,10/21/2002,11/16/2002,5/15/2003,10/28/2002,AAI,41.75165317,-87.58099096,"(41.75165317044228, -87.58099095623987)"
10242,1,W K R B FOOD & LIQUOR INC.,W K R B FOOD & LIQUOR,9361 S COTTAGE GROVE AVE 1ST,IL,60619,8,15,6,1474,Package Goods,25167,RENEW,10/2/2012,10/16/2012,10/15/2014,1/28/2013,AAI,41.72386029,-87.60436472,"(41.723860289309755, -87.60436472084245)"
311830,1,"SUHANI4YOU, INC.",GOLDEN LEAF LIQUORS,3652 W IRVING PARK RD 1,IL,60618,45,2,17,1474,Package Goods,1770633,RENEW,11/22/2010,12/16/2010,12/15/2012,11/23/2010,AAI,41.95385414,-87.71980011,"(41.953854139398345, -87.71980011286529)"
366607,1,VISHNA CLARK INCORPORATED,NORTH SHORE FOOD & LIQUOR,6703 N CLARK ST 1,IL,60626,49,28,24,1474,Package Goods,2120334,RENEW,6/1/2022,6/16/2022,6/15/2024,6/24/2022,AAI,42.00364653,-87.67237256,"(42.003646528550505, -87.67237255895857)"
456599,1,10516 NN LLC,MORANDS LIQUORS,10516 S WESTERN AVE 1,IL,60643,19,51,22,1474,Package Goods,2647834,RENEW,12/24/2021,2/16/2022,4/15/2023,12/27/2021,AAI,41.70218656,-87.68163354,"(41.702186564066714, -87.68163353848993)"
410656,1,5400 S. HALSTED INC,54 FOOD & LIQUOR,5400-5404 S HALSTED ST 1,IL,60609,16,32,9,1474,Package Goods,2493035,RENEW,4/3/2023,4/16/2023,4/15/2025,4/4/2023,AAI,41.79599727,-87.64534767,"(41.79599727119474, -87.64534767387217)"
213549,1,"ROMIEL'S WINES AND SPIRITS, INC.",HART WINE AND LIQUOR,4132 W PETERSON AVE,IL,60646,39,26,17,1474,Package Goods,1141005,RENEW,5/2/2002,5/16/2002,11/15/2002,6/26/2002,AAI,41.99019459,-87.73257419,"(41.990194593434424, -87.73257419031646)"
88789,1,SHAMSAN FOOD & LIQUOR INC,SHAMSAN FOOD & LIQUOR INC,737 W 51ST ST # 1ST,IL,60609,20,48,9,1474,Package Goods,64553,RENEW,5/7/2003,5/16/2003,11/15/2003,6/3/2003,AAI,41.80149379,-87.64427121,"(41.80149379216564, -87.64427120457896)"
85471,1,"SAHAR FOODS, INC.",DIVISION STREET LIQUORS,1759-1761 W DIVISION ST,IL,60622,1,47,12,1474,Package Goods,47991,RENEW,5/14/2002,5/16/2002,11/15/2002,5/16/2002,AAI,41.90315966,-87.67223229,"(41.903159663844, -87.67223228749312)"
222379,1,"ARISTO FOOD & LIQUOR,  INC.",ARISTO FOOD & LIQUOR,307-315 E 47TH ST,IL,60653,3,32,2,1474,Package Goods,1197311,RENEW,1/12/2009,1/16/2009,1/15/2011,1/12/2009,AAI,41.80923163,-87.61925855,"(41.80923163141229, -87.61925854675934)"
254707,1,"J & H FOOD & LIQUOR, INC.",J & H FOOD & LIQUOR,5652 N CLARK ST 1,IL,60660,40,22,20,1474,Package Goods,1301333,RENEW,7/20/2009,8/16/2009,8/15/2011,7/20/2009,AAI,41.98497556,-87.66922749,"(41.9849755548221, -87.66922749215854)"
286033,1,Shero Family Corporation,VALU MOST LIQUORS,3263 N PULASKI RD,IL,60641,30,26,17,1474,Package Goods,1573005,RENEW,8/15/2017,8/16/2017,8/15/2019,9/15/2017,AAI,41.94083979,-87.72708749,"(41.94083978828161, -87.7270874876219)"
11585,1,CALUMET FOOD & LIQUOR INC,CALUMET FOOD & LIQUOR INC,315 E 43RD ST  1,IL,60653,3,11,2,1474,Package Goods,28873,RENEW,11/12/2003,11/16/2003,2/15/2004,11/12/2003,AAI,41.81648768,-87.61911025,"(41.81648767939909, -87.61911025084135)"
416,1,DOROTHY JEAN HOOD,DOT'S FOOD & LIQUOR,6509 S NORMAL BLVD,IL,60621,6,13,7,1474,Package Goods,2094,RENEW,11/13/2002,11/16/2002,5/15/2003,11/14/2002,AAI,41.77590688,-87.63675479,"(41.77590687781645, -87.63675479412802)"
63593,1,EXPRESS FOOD & LIQUOR,EXPRESS FOOD AND LIQUOR,3904 S WENTWORTH AVE 1ST,IL,60609,3,47,9,1474,Package Goods,26788,RENEW,2/17/2004,2/16/2004,2/15/2005,2/18/2004,AAI,41.82344934,-87.6315112,"(41.82344933945207, -87.63151119655043)"
3601,1,"AIDA'S FOOD & LIQUOR, INC.",AIDA FOOD & LIQUOR,7923 S HALSTED ST,IL,60620,17,2,6,1474,Package Goods,6338,RENEW,5/10/2002,5/16/2002,11/15/2002,5/13/2002,AAI,41.74993146,-87.64387713,"(41.749931458226115, -87.643877125327)"
6226,1,ONE STOP FOOD & LIQUOR INC,ONE STOP FOOD & LIQUOR INC,3956 W LAKE ST,IL,60624,37,23,11,1474,Package Goods,13215,RENEW,11/12/2002,11/16/2002,5/15/2003,1/10/2003,AAI,41.88557377,-87.72573786,"(41.88557377239271, -87.72573785476574)"
4236,1,"RAINBOW FINER FOODS & LIQUOR, INC.",RAINBOW FINER FOOD & LIQUOR,6316 S ASHLAND AVE 1,IL,60636,16,34,7,1474,Package Goods,9140,RENEW,6/8/2011,6/16/2011,6/15/2013,6/9/2011,AAI,41.77892241,-87.66435268,"(41.7789224055316, -87.66435268109221)"
15854,1,S & L FOOD & LIQUORS INC,S & L FOOD & LIQUORS INC,4958 W FULLERTON AVE 1ST,IL,60639,31,51,25,1474,Package Goods,39740,RENEW,4/18/2003,5/16/2003,11/15/2003,4/21/2003,AAI,41.92428589,-87.75110573,"(41.924285888333095, -87.75110573368215)"
7109,1,"KEY FOOD & LIQUOR, INC.",KEY FOOD LIQUOR,13355 S INDIANA AVE,IL,60827,9,26,5,1474,Package Goods,17552,RENEW,6/13/2022,7/16/2022,7/15/2024,6/14/2022,AAI,41.65197282,-87.61708374,"(41.65197281855635, -87.61708373629855)"
7512,1,H & K FOODS & LIQUORS INC,H & K FOODS & LIQUOR INC,2858 W ROOSEVELT RD,IL,60612,28,54,11,1474,Package Goods,18310,RENEW,5/12/2003,5/16/2003,11/15/2003,5/13/2003,AAI,41.86659161,-87.69828716,"(41.86659160962016, -87.69828716189743)"
3769,1,SUNBURST FOOD + LIQOURS INC.,SUNBURST FOOD & LIQUOR INC,742 W 79TH ST,IL,60620,17,2,6,1474,Package Goods,7160,RENEW,8/15/2005,8/16/2005,8/15/2006,8/17/2005,AAI,41.75076381,-87.64330843,"(41.75076380679808, -87.64330842901181)"
456591,1,3018 KMN LLC,LOGAN SQUARE LIQUOR,3018 N MILWAUKEE AVE 1,IL,60618,35,24,25,1474,Package Goods,2647827,RENEW,11/9/2022,12/16/2022,12/15/2024,1/26/2023,AAI,41.93598866,-87.71898231,"(41.93598865891675, -87.71898231267689)"
11217,1,J & A LIQUOR INC.,J & A LIQUORS INC,3213 W LAWRENCE AVE,IL,60625,33,26,17,1474,Package Goods,26991,RENEW,9/9/2015,9/16/2015,9/15/2017,9/14/2015,AAI,41.96833424,-87.70903912,"(41.96833424139983, -87.7090391214341)"
313206,1,A AND P FOOD AND LIQUOR INC.,A AND P FOOD AND LIQUOR,1968 W PETERSON AVE 1,IL,60660,40,9,24,1474,Package Goods,1798713,ISSUE,4/10/2007,6/5/2007,8/15/2009,6/5/2007,AAI,41.99078621,-87.67976037,"(41.99078621175966, -87.67976036770456)"
255237,1,"GOLDEN LEAF FOOD & LIQUOR, INC.","GOLDEN LEAF FOOD & LIQUOR, INC.",3652 W IRVING PARK RD,IL,60618,45,29,17,1474,Package Goods,1302117,RENEW,2/2/2004,2/16/2004,2/15/2005,2/3/2004,AAI,41.95385414,-87.71980011,"(41.953854139398345, -87.71980011286529)"
4153,1,THREE IN ONE INC,SAM FOOD AND LIQUOR,6812-6816 N SHERIDAN RD,IL,60626,49,36,24,1474,Package Goods,8747,RENEW,11/7/2005,11/16/2005,11/15/2006,12/5/2005,AAI,42.00594482,-87.66117475,"(42.0059448160866, -87.66117475106518)"
63124,1,"67TH ONE STOP FOOD & LIQUOR, INC.","67TH ONE STOP FOOD & LIQUOR, INC.",1508 E 67TH ST 1ST,IL,60637,5,5,3,1474,Package Goods,15188,RENEW,8/6/2004,8/16/2004,8/15/2005,8/9/2004,AAI,41.77342282,-87.58833687,"(41.77342281569598, -87.58833686934243)"
382,1,H. S. S. CORPORATION,BRIDGEPORT LIQUORS,3411 S HALSTED ST,IL,60608,11,38,9,1474,Package Goods,1964,RENEW,2/14/2005,2/16/2005,2/15/2006,2/14/2005,AAI,41.83221279,-87.64599188,"(41.83221278545616, -87.64599188381679)"
16455,1,"MILLAN FOOD & LIQUOR, INC",MILLAN FOOD AND LIQUOR,4822 W ARMITAGE AVE 1ST,IL,60639,26,12,25,1474,Package Goods,44661,RENEW,4/30/2003,5/16/2003,11/15/2003,5/1/2003,AAI,41.91703293,-87.74715261,"(41.917032927941115, -87.7471526105407)"
16717,1,"KHALIL'S FOOD & LIQUOR, INC.",KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,IL,60628,9,17,5,1474,Package Goods,46848,RENEW,9/2/2019,9/16/2019,9/15/2021,9/13/2019,AAI,41.70721814,-87.62775156,"(41.70721813900086, -87.62775155827897)"
